0,1.9211755843,1.6996258257,1.4968350634,2.0795947482,1.6607776968,1.9849600246,0.6889382585,1.8310704665,1.7312012415,1.7803113435,1.0651512381,1.8324006207,1.4748641261,2.4003383854,2.7314819667,2.4019719905,1.6099362267,2.8234052058,2.0936060566,1.2315981223,2.8686836807,2.0848575277,1.7361705451,2.587269217,2.5488165517,1.8701380209,1.9993413875,2.6474294499,2.8636035679,0.9099711473,2.3361917059,1.5286037137,1.185554026,1.2971467144,2.0958341473,2.8298014019,1.9224982494,1.3004622178,2.1933650193,2.9142938814,2.6943422022,1.1257600746,1.5506970367,1.6819518959,2.9919689038,1.3869268562,2.9509241432,2.07131225,0.8699451484,2.959074703,1.5780619684,2.2984270706,2.6945825835,1.2906875936,1.2657389171,1.3841752008,1.9111411255,1.7165146253,0.9925881816,1.0144278026,1.0077510566,0.6690717245,1.0260418157,1.9218816665,1.3454717104,1.5904340452,1.0058039601,0.5185777829,2.4781967256,2.2639371491,2.9719134601,1.5447585196,1.8379692526,1.6644266763,1.3938308953,2.0838914841,1.0201233873,2.3265283736,0.7000862683,1.7987360503,1.8125328669,0.9659542256,1.5518986547,0.959553086,0.5680860539,2.6608147602,2.9597196988,2.1559651188,2.0043280586,2.4988224918,1.5869277965,1.876288606,2.5634496524,1.1729188742,2.6983075061,2.0291002355,1.8910896077,2.3369833073,1.0127134021,0.9117257336,1.2302848538,2.2705270068,1.7349560031,1.1507601286,1.1133055864,2.3981268761,0.827411377,1.6023819102,1.085010776,2.2969195725,1.4372486025,1.9811004104,0.8313812967,1.9096694773,1.6069737611,1.5136493804,1.6286098179,1.2598300746,2.719206432,1.4192576304,1.1990804837,1.1161544766,1.9859825274,1.6818840331,0.8065798168,1.5239008608,1.5352827558,1.4843638952,1.5053499567,1.2793989378,1.5087203008,1.4058915201,0.5940141868,1.9514409999,1.8174964616,2.8594680211,2.969811717,2.749325094,1.3702573603,1.1180640893,2.7118844989,1.6074937758,1.6789408464,3.019587248,2.228420975,0.3484508099,1.8545756016,2.0135173328,2.9933944747,0.3864285615
1.9211755843,0,0.610082332,1.0572033579,1.6632573034,2.2386437255,0.8117619898,1.4968668627,1.6135391165,1.2268347323,1.0206100539,1.4802447911,2.8488017887,1.0831319903,2.1440437599,1.4753220963,1.9602428196,1.258132482,1.6114598393,1.8387367883,1.7732965389,1.9968257687,1.3871696424,1.9439757008,2.1146806224,2.0945442523,0.7588416549,2.1410579563,2.0800790234,1.6827677734,1.4563729329,2.3131701404,2.1254388551,1.9786471889,1.82271483,1.4395751255,2.2997018213,1.7193193331,1.9982485964,1.6901044937,1.9503891356,2.0433192961,1.1993770874,1.1595274664,0.6308953458,2.270720876,1.6005287454,2.2512180333,1.6024482945,1.6180073387,2.1497630804,0.379289242,1.8623785014,1.4283498333,2.3764248381,1.4517034777,0.550634225,0.9645991926,1.5559935843,1.5949465296,1.2747611558,1.5750366931,1.9830386096,2.1524985454,1.4383165841,1.6839908593,1.2180094693,1.6477478451,1.8211177062,1.5061986676,1.2514543658,1.7207875025,1.8162885314,1.1111579843,1.7251699706,2.2773006476,1.3059155032,1.6937128863,1.0779835818,1.9142658635,1.8954592883,1.6083445995,1.2247508978,2.1424640675,1.4740275542,1.4670448255,1.5188715551,1.948019754,1.056542284,1.6810324506,1.7186929105,1.8721687965,1.9849693781,2.0902732752,1.6355749651,2.2074855877,1.5050559038,1.5903626998,1.7519034016,1.6709741431,1.2031679754,1.7880279499,1.5085987205,2.1051943935,1.4337381244,1.6363498918,2.1127323354,1.7934234862,1.9159186113,1.1745272308,1.6796821094,0.9512242491,1.8967183378,1.2937613083,1.6747792106,2.0439409136,1.0939010979,1.9170048076,2.2709461691,2.5014388411,1.0549973634,1.7080242982,1.6907302669,2.680972424,1.4755753959,1.3501459721,1.8887209648,1.8184539734,1.1835817329,1.220352938,1.3257004498,1.1835362648,1.5087519261,1.7588438975,1.960126584,2.0892338437,2.0155955251,2.1415876925,2.2398817881,2.1647511322,1.5544640737,1.9655423058,1.1263148764,1.6932638741,1.891462505,2.1275477103,1.8604733451,2.0455342144,2.2525537965,1.5812998832,1.8235175872
1.6996258257,0.610082332,0,1.16433453,1.8401442884,1.7419435385,1.0612037228,1.4819672116,1.227763781,1.5077234506,0.4426061429,1.4281239906,2.3805942041,1.0607265536,2.6168879231,1.8490474673,1.449181576,0.7861408541,1.8209471981,1.9486411091,1.584146792,2.1199413443,1.7506888794,2.3175177193,2.3607464869,2.3309933189,0.679160445,2.450547186,2.1813373036,1.8134884175,1.1999058849,2.5034375661,2.0571456372,1.8481913796,1.6190845343,1.6113891141,2.0990531656,2.1503633125,1.9636243035,2.1306621805,2.0120149414,2.1903688565,1.0394266313,1.5497692002,0.5742132282,2.1087192765,1.7014173994,2.1087271363,2.0388958097,1.7110272896,2.1287293375,0.6709104098,2.3878690364,1.4946126417,2.0057941876,1.4992136716,0.5019114799,1.4029906152,1.5061075542,1.584648539,1.312781881,1.5614605656,1.8659814302,1.9470722358,1.8647585236,1.4919300127,1.621534443,1.6843454682,1.4398606952,2.0917921557,1.8188176894,1.8356571661,2.1463442176,1.566205357,2.0845834099,2.4946311567,1.5367229139,1.680607028,1.208231913,1.834972255,2.2640791245,1.6372637825,1.3406794332,2.4282988722,1.6192840825,1.1637872687,1.491562687,2.3057668198,0.9865079851,1.9021718652,1.9148029301,1.82694439,2.1898634006,1.993645237,1.5365529162,2.2678150539,1.5574655069,1.5802025094,1.8228096781,1.6418518775,1.2568316534,1.8596682661,1.6789185708,2.4012987353,1.2001710114,1.6115823361,2.2645745773,1.545328501,1.9446430921,0.7027396943,2.0376494873,1.0775049613,2.3417169865,0.9180330645,2.093070567,1.6524111697,1.0633059851,1.4825562485,2.0031858041,2.2984705415,1.0887873453,1.7332257506,1.8052760944,2.3245449835,1.6399579169,1.3036755533,1.7040423663,2.0829843279,1.5334919156,1.5795540426,1.6026010681,1.4501130737,1.8296154136,1.7578552756,2.3939206879,1.8332255038,2.3029967471,2.2058838993,2.3729240644,2.2996136374,1.2503219958,2.2417007792,1.481781818,1.1084011056,2.1723665437,2.6022978227,1.6913691853,2.3532946708,1.8560166623,1.8099337508,1.7567596722
1.4968350634,1.0572033579,1.16433453,0,0.7908577429,2.7787931635,0.5516286728,1.5943887319,1.4790736098,2.024555805,1.5351286674,1.7471244787,2.8601055762,1.6965734957,1.6679582279,1.6452795016,2.0674601396,1.1080558401,1.3555559893,2.4210984658,2.0487189295,2.0124094441,1.9950479522,1.7479364751,2.2237199836,2.2768083432,1.5060741536,1.3276123107,1.779180438,1.4429601743,0.7971865308,1.7453350348,1.9036727697,2.1932004109,2.6397952628,0.6795195559,2.358089547,1.6792345755,2.4524123615,1.2393787152,2.0088372072,1.8723447271,1.5702172549,1.1880265819,1.4785868207,2.1994046669,2.2772844484,2.2454434577,1.3421604335,1.4366216796,2.0633284939,0.9558018761,1.7887280761,1.331057173,2.4440506596,2.2507417133,0.9115803323,1.5513761632,2.2682843751,2.1425359757,2.0105349553,2.1550095244,2.0273053098,2.3224669803,1.1780288207,2.4989972785,1.1820248789,2.0885526034,1.6059094885,1.6147625754,1.3036836576,1.5650216049,1.6361069888,1.8884396958,1.735091423,1.7780879479,1.896614925,1.8463127039,1.4881595685,1.8214025582,1.7509948494,2.1820818014,1.1256556121,1.8758527765,1.2538159071,1.3211708708,1.3826443724,1.7614200398,1.5521012374,2.3071277176,2.0552635774,2.6313477229,1.3417232551,2.3567972477,2.3999323789,2.2421000449,2.0850192695,2.226982159,2.1643701462,2.1977224454,1.1785091451,1.9613166227,1.9714292067,1.7560082006,1.8087150132,1.8844239263,1.4708267869,1.8102442906,2.5384258288,1.2574714804,1.2625568934,1.4894898932,1.8096587999,1.2795433907,1.5911329232,2.4913880642,1.8467825158,2.4553504649,2.5042961915,2.3043295777,1.9787471183,2.2623774824,1.7475373517,3.0109044019,1.5217027927,1.3902263385,2.3137819092,1.7922030512,1.2935599176,1.3064288473,1.2359825194,1.5685365617,1.3050145449,1.8569018156,1.7098897069,2.6987371109,1.7603791002,1.963928807,2.0741459752,2.0145872839,1.0450576821,1.5590677829,1.4660659908,2.0133325094,1.7206997957,1.8080666147,1.2434231792,1.5291871018,2.7329463746,1.5243037132,1.701678824
2.0795947482,1.6632573034,1.8401442884,0.7908577429,0,2.8383007597,0.8772321446,1.9033518472,1.7904352642,2.2205874345,2.1860871786,1.7393507063,2.4108390892,1.7626618459,1.4276284224,1.4388656873,2.2677841763,1.5993420986,0.965631625,2.3669350155,2.6284465123,1.6685841575,2.0241362392,1.3575246282,1.8414434887,1.9391409471,1.9531870847,1.0177686756,1.3058386805,1.08067424,1.3669556303,1.0244257764,1.557135435,1.7922854301,3.0225537183,0.2761841651,1.9595504224,1.0048748854,3.0641666772,0.6614191442,1.7340067368,1.442020729,2.008539213,1.5576464582,2.1198112171,1.8562222935,2.7187907811,1.9915966111,0.7654703302,1.780987308,1.7325753384,1.6709076381,1.3722245763,1.1863730055,2.4670731281,2.7049833957,1.6790991764,1.2834210717,2.4868384612,2.6564948091,2.4184066484,2.6615322539,2.6323777929,2.8569015344,0.8064112505,2.8792455801,1.0800385704,2.6301975755,2.2640856855,1.5582999804,1.462093458,1.2343737656,1.3980246484,2.0860689579,1.156163764,1.8715761918,1.9715978843,1.6483617416,1.6134878967,1.9361584276,1.0080225092,2.4103729146,1.8084988987,1.4602128152,1.8087824325,2.0456935555,1.2572114719,1.2495477929,1.8154318674,2.3110466198,1.9025030371,2.8209042374,0.8071189248,2.2508663305,2.8980544224,1.8947277492,2.1805169656,2.3684291062,2.1019195942,2.7305711452,1.8980603311,1.3992872948,1.9497986845,0.9846747346,2.0746170162,1.6292049098,0.7632636879,2.4127094849,2.8255359212,1.9935131533,0.7528879389,1.6545200548,1.2193983872,2.0280380398,0.9281262761,2.5198303183,1.7783671534,2.6429289885,2.8770581782,1.8166722317,2.3968089962,2.8118449795,1.4726100675,2.3764236876,1.1657501786,1.9447969837,2.8455938654,1.0871393999,1.4717317947,1.4561289782,1.6140268389,1.3257816532,1.5917388672,2.4132128855,1.4740106913,2.607927355,1.207592055,1.5333258848,1.6791216858,1.3153686812,1.500102162,0.9445121147,1.3206038398,2.6615459137,1.2426344913,1.6522030501,1.753541434,0.7778855521,2.357103757,1.2234004269,2.2617316635
1.6607776968,2.2386437255,1.7419435385,2.7787931635,2.8383007597,0,2.7830595483,1.4734300378,1.8562205336,1.5566932143,1.3263335223,1.9262059661,0.9817370006,1.7346939152,2.0568129946,1.8299970337,1.5412218946,1.8667868999,2.2181743377,0.9702925292,1.2396476675,1.5764402244,1.4845259056,2.2037154183,1.3545226342,1.2434167341,1.9266127048,2.2842955052,2.3038844774,2.1546204048,2.3013284566,2.3418598524,1.8753477389,1.8070879878,1.5121771146,2.996618273,1.6725472228,2.5499446974,1.225517928,2.8463950012,1.5752386119,2.2532771163,1.6816794651,2.6656108532,1.701100971,1.8389947316,1.3192244143,1.7353606319,2.7934699694,1.9559726256,1.7466551161,2.2232415876,2.5156226806,2.1649502686,0.5613702998,1.5613386851,2.0343265746,2.5296279516,1.4632380892,1.6657640442,1.7673333835,1.6771400576,1.6394010498,1.441834608,2.7497999488,1.5524238692,2.4754957733,1.5549684518,1.7320023059,2.6830106778,2.8750750125,2.0153396567,2.1579468507,1.8181159853,2.3251120898,1.6293673104,1.5195747652,2.0367321646,1.9283843525,1.6896016238,2.2952998503,1.2280999176,2.31525525,1.8652021804,2.1102567218,1.8358570192,2.2131919282,2.0442690665,2.0375880788,1.1109133066,1.3303316743,1.2109235594,2.3835450435,1.3861451953,1.6621315566,1.4482964786,1.4113472329,1.3782233449,1.2769229141,1.6145545132,2.3090212459,2.0472882549,1.4128664413,2.0628060667,1.4850939518,2.0101930369,2.5564961564,1.5460363248,1.0085861234,1.5698219007,2.9842655728,2.0356041582,2.462539562,1.678893701,2.5767411405,0.6728185119,1.6158192246,0.5645980282,1.254031149,1.5873580986,1.8949370744,1.3933253156,2.0237959264,0.6117324378,2.1607178553,2.1100080017,0.9860298917,2.1622573076,2.6012076298,2.5899576834,2.3756672572,2.4210358994,2.318877979,1.6868862873,2.3970909478,1.5639361071,2.05106821,1.8320336068,1.9947446468,1.7410891013,2.1442731286,2.3270447288,2.6112258861,0.7970714504,1.9633187558,2.2753215933,1.7568562256,2.2376214438,1.4616679486,1.9636022293,1.6595731192
1.9849600246,0.8117619898,1.0612037228,0.5516286728,0.8772321446,2.7830595483,0,2.1300701393,1.5351711304,1.5048618377,1.4573808338,1.9986122569,2.5330326925,1.7727150182,1.7719524469,1.1318766015,1.9529618023,1.1617781713,0.9590149316,1.8715863576,2.2042599544,1.558063881,1.4514536185,2.0048277639,1.7371262063,1.7732874475,1.1283447198,1.599951609,1.5504028756,1.0567245447,1.2439932356,1.5545786985,2.295785918,2.5151557903,2.2654627554,0.6329751642,2.04783029,1.7172248364,2.3935767462,1.354215127,1.5569553571,1.6393750058,1.7578985343,1.3532061856,1.3874359693,1.990209958,1.9816089958,1.8923934231,1.481077235,1.8233899653,1.6836184308,0.9291611184,1.7987131283,0.9056414017,2.9730426102,1.9142359495,0.9790417935,1.5506727193,1.7993450654,2.1472712959,1.9040841706,2.1259130574,2.4514352314,2.6555923809,1.432767145,2.1166632633,1.5421711034,2.1809905404,2.0014487584,1.4976486801,1.1937377409,1.1537920418,1.9202855798,1.3983275394,1.9360933194,2.1972349633,1.3526038071,2.149036095,0.9702689849,2.223556321,1.791457373,1.8069879365,1.4578619343,2.2135060061,1.6289114624,1.6895953731,1.0145417388,1.3788944136,1.1149228843,1.7589670424,1.5216826923,2.1531482923,1.6364239794,1.918194613,2.1243396656,1.8024052439,1.5742086095,1.7358568929,1.6493063819,2.2045670639,1.4983609982,2.2558642425,1.4321972592,1.8203977217,2.0062390758,2.1498093829,1.3249595231,2.1722137801,2.1801286644,1.4607533146,1.3143410454,1.5805060168,1.8479869869,1.5688084495,1.6721537513,2.6850149134,1.8491138179,2.5286076371,2.6923435301,2.0967923118,1.5625214791,2.1581197587,2.059144279,2.6207245077,1.9145231622,1.7126912336,2.188653701,1.9479840749,1.4695750436,1.4848091748,1.5128256852,1.6970984148,1.5902047552,2.2983369158,1.9151802696,2.3134500513,1.3940589597,1.5890504968,1.8419617897,2.1805061602,1.3953324121,1.264997826,1.5690462254,2.0790198949,1.3111227401,1.963812362,1.7691729064,1.640466615,2.4050224688,1.0562100091,2.166832668
0.6889382585,1.4968668627,1.4819672116,1.5943887319,1.9033518472,1.4734300378,2.1300701393,0,1.7996934515,1.6159613054,1.4004159151,1.5529667577,2.0109902457,1.0794044618,2.3870719582,2.529863996,2.3040320957,1.7352807353,2.7459919995,2.1747403952,1.4275614146,2.921094189,1.9911656678,2.0285583229,2.6330018971,2.5603566041,1.4677990326,1.8246458214,2.6967219705,2.7630579028,0.982060441,2.6117734246,1.575446964,1.6751546045,1.3661923013,1.99744833,2.8139729754,2.1908019675,1.546638914,1.8546940044,2.8197070519,2.7421297593,1.3789678562,1.9780289813,1.0221374594,2.9360293058,1.4622275887,2.9512301259,1.8321124891,1.3913239926,3.0485053294,1.5551947738,2.5487862886,2.6189619594,1.22488648,1.2550871425,1.614972996,1.3744448086,1.6831114053,1.0582998064,0.8499998388,1.0576124576,1.0132751903,1.3813356027,1.5039057748,1.3459904699,1.1513349779,1.1274140718,0.9896725581,2.3781822021,2.3099715902,2.8826524873,1.8881028501,1.6523328071,2.0899001279,1.514333436,1.9507458233,1.6807001339,2.0427151345,1.3194991575,2.2171437301,1.8538722926,1.4932337265,1.8288737555,1.4312940233,1.1364171056,2.6152408988,3.1309654877,1.8479222351,2.0389598806,2.442021343,1.7189539363,1.6405341375,2.5702858699,1.2107891148,2.8167923513,1.9551287026,1.8595790733,2.3074342338,1.1196878573,1.4881657102,1.7949032079,2.1759796987,2.1729838743,1.3531006216,1.6189440887,2.4858999481,1.0861883254,1.7824141869,1.522761764,1.9461425997,1.2862611046,2.2889634256,1.3407012718,2.0642238897,1.2383069092,0.8331299132,1.2289718786,1.6192955609,2.83193718,1.1734480978,1.3330486669,1.7036859617,1.9499444644,1.2633843007,1.4572822768,1.7245540917,2.0447001469,1.9268731941,1.9681983575,1.7303348172,1.5471168202,1.769240164,0.8070230683,2.1686095528,1.9084471214,3.0564773675,3.1075638078,2.8665154051,1.8624589,1.0766269161,2.8261537591,1.6695253454,1.6199910163,3.0684791132,2.3486781716,0.545524616,2.0876478734,2.0478422204,2.7523662274,0.6810897561
1.8310704665,1.6135391165,1.227763781,1.4790736098,1.7904352642,1.8562205336,1.5351711304,1.7996934515,0,1.0311490801,1.1080278732,2.2539627615,2.16817705,2.1143331522,2.132227706,1.3538479902,0.7129744807,0.4850098846,1.8313158361,1.3361585924,1.2409314485,2.000316876,0.949134963,2.2635927303,1.7526528454,1.7008033257,1.445152134,2.6207203236,1.6031430597,1.6973776827,1.1200545969,2.2032832086,2.8087713117,2.518687838,1.9779638435,1.6356192745,1.5730448895,1.8803824602,1.7717059327,1.5965742406,1.8510529415,1.5523086069,1.9038109146,1.8975980472,1.7680612943,1.4740176877,1.3588415898,1.5821843359,1.6461014887,2.3707965378,1.7312241097,1.7587412152,1.7354025207,1.4513929164,2.381894129,1.4454700886,1.505725195,1.4318083092,1.7498490035,1.5817904908,1.4582564821,1.5851145601,1.8218054464,1.9324977928,1.4594290732,1.8916316214,1.2863680577,1.4860055624,1.5149437482,1.28251955,1.3811296775,1.712507225,2.3029565706,0.6819372338,2.1116185385,2.8920779576,1.2879930438,2.4452293328,1.6096793956,2.3689278795,2.1318867836,0.8884224167,2.1000947539,2.5845762398,2.3039335219,1.515786347,1.2834900635,1.7660637186,1.3596452443,1.2579828489,1.5659385203,1.7962443375,2.2344684508,1.7583759868,1.7871447782,2.0279285894,1.6359202874,1.727393717,1.759948952,1.6400091522,2.0270898154,2.5669064508,1.4973112528,2.3749324759,1.9569528149,2.4248074812,1.9587341084,1.3509068614,1.5845638352,1.1426023738,1.4490440812,2.0072221468,2.009317434,1.3424901365,1.8514554895,2.1011054212,2.0325627446,1.8964352041,2.0050206101,1.7388116487,1.4862907573,1.5336161861,2.5327701149,2.2091217062,2.0468656592,2.0319343533,1.3486896035,2.2915667513,1.9460141929,1.9451894251,2.1895759847,1.9437883917,2.2111955284,1.6298232617,2.1382822762,1.809004638,1.9665215674,1.8791233903,1.7771599768,2.7454190231,0.7916793735,2.097604372,1.8115950314,1.1638985423,1.8697821105,2.1127025671,1.745072976,2.2261228595,1.5763819267,1.8084734009,1.6662652303
1.7312012415,1.2268347323,1.5077234506,2.024555805,2.2205874345,1.5566932143,1.5048618377,1.6159613054,1.0311490801,0,1.6557689123,2.334587564,1.8717104517,2.0234574173,2.5305352888,1.0173345819,1.1905017784,1.3529349292,1.5126867538,0.6815447132,0.7260472492,1.3873133127,0.4131895505,2.8137793596,1.3309193316,1.2406418611,0.8980396087,2.8522368804,2.0662942027,1.5326574826,1.5482746621,2.2184951468,2.6104895174,2.3230452895,1.2498099786,1.9709581972,1.7497669775,2.4756999566,1.0645485899,2.2612299487,1.3500966912,2.0769031876,2.0982316003,2.1536515532,1.5159450271,1.8777104955,0.5743824057,1.7470224444,2.2501610051,2.5376392126,1.6586038873,1.5942992926,2.4070610348,1.3463691881,2.0781637105,0.6426600308,1.7491375872,1.7063324174,0.7589057552,0.9228233259,0.852267752,0.913300553,1.3589146105,1.3506813752,1.9996266397,1.1396363119,1.6757468343,0.8692892751,1.3541343815,1.8775369577,1.7763469741,1.459882957,2.7683761633,0.4553072332,2.6160522582,2.9655819204,0.3933241631,2.4533483354,0.7731021088,2.2651866955,2.7210578606,0.4239256857,2.4154399948,3.003683826,2.5802759376,1.6162890711,1.4665387536,1.6192993874,0.8992195372,0.5189581385,0.8644141264,0.932559883,2.7122518924,1.3702393443,0.996917548,1.515799701,0.6424327823,0.7298848529,0.8809785155,0.9667044079,2.3373966913,2.7149864579,0.6436306143,2.8615625349,2.0025724288,2.4456897388,2.1880424959,0.9965708273,0.8217292883,1.482098153,2.1669324608,1.9830467334,2.6359611062,1.5540533852,2.432058832,1.829141169,1.8843819637,1.694220846,1.3759553128,1.8885925332,0.6428133968,0.8151718925,2.713708412,1.5889069684,2.2898366512,2.2121278323,0.726809656,2.7523587017,2.200598033,2.2230872507,2.4101091683,2.1609846152,2.5289768715,1.2203131912,2.6910886427,1.4453112451,1.696715248,1.6968019999,2.038702553,2.9944015744,1.2162225782,1.847604301,2.0789533546,1.1626531602,1.5341441946,2.4775805908,1.792884821,2.8001263711,1.8535047856,1.2785862362,1.3806607608
